questid2,filedate,age2,mr30est
92637453,10/09/2020,6,91
66377453,10/09/2020,2,91
33677453,10/09/2020,13,93
13008453,10/09/2020,14,93
13438453,10/09/2020,15,91
13958453,10/09/2020,17,99
33909453,10/09/2020,11,93
35519453,10/09/2020,13,91
55329453,10/09/2020,14,91
57459453,10/09/2020,17,91
55659453,10/09/2020,12,93
51059453,10/09/2020,2,91
77269453,10/09/2020,15,91
25279453,10/09/2020,16,91
73289453,10/09/2020,16,91
84320453,10/09/2020,16,93
17830453,10/09/2020,13,91
80240453,10/09/2020,1,91
31760453,10/09/2020,16,93
93180453,10/09/2020,17,91
24891453,10/09/2020,14,93
78011453,10/09/2020,15,93
43321453,10/09/2020,2,98
73651453,10/09/2020,10,91
88961453,10/09/2020,7,93
11281453,10/09/2020,15,91
49292453,10/09/2020,14,93
24312453,10/09/2020,3,91
23412453,10/09/2020,15,91
39432453,10/09/2020,16,91
56252453,10/09/2020,7,91
86872453,10/09/2020,15,93
87582453,10/09/2020,14,99
85782453,10/09/2020,15,91
61182453,10/09/2020,15,91
22893453,10/09/2020,1,91
30093453,10/09/2020,1,91
69193453,10/09/2020,16,93
39713453,10/09/2020,16,91
89523453,10/09/2020,14,99
43123453,10/09/2020,15,93
78433453,10/09/2020,14,99
88763453,10/09/2020,3,91
27863453,10/09/2020,11,91
61273453,10/09/2020,14,91
75494453,10/09/2020,16,91
14594453,10/09/2020,12,93
33694453,10/09/2020,17,91
20704453,10/09/2020,13,93
66244453,10/09/2020,6,91
25344453,10/09/2020,11,99
39944453,10/09/2020,12,93
53974453,10/09/2020,15,93
87384453,10/09/2020,15,91
21595553,10/09/2020,15,99
75715553,10/09/2020,16,91
54815553,10/09/2020,10,93
15525553,10/09/2020,4,91
23535553,10/09/2020,14,91
59935553,10/09/2020,3,91
48035553,10/09/2020,13,91
21065553,10/09/2020,11,91
39885553,10/09/2020,2,98
93006553,10/09/2020,15,91
49216553,10/09/2020,4,93
82246553,10/09/2020,3,99
19546553,10/09/2020,15,91
32676553,10/09/2020,1,91
71397553,10/09/2020,8,93
87317553,10/09/2020,13,99
35517553,10/09/2020,6,91
63527553,10/09/2020,13,99
82437553,10/09/2020,9,93
87647553,10/09/2020,13,91
11867553,10/09/2020,1,91
55277553,10/09/2020,16,93
26987553,10/09/2020,6,93
15608553,10/09/2020,15,91
81818553,10/09/2020,15,91
49638553,10/09/2020,13,93
17168553,10/09/2020,11,99
29399553,10/09/2020,9,99
55799553,10/09/2020,12,91
52759553,10/09/2020,13,99
33890553,10/09/2020,11,99
25400553,10/09/2020,4,91
95970553,10/09/2020,11,93
11180553,10/09/2020,14,91
87391553,10/09/2020,16,91
71991553,10/09/2020,13,91
79331553,10/09/2020,15,91
13451553,10/09/2020,12,99
19661553,10/09/2020,15,99
41602553,10/09/2020,15,93
77002553,10/09/2020,17,91
13542553,10/09/2020,17,91
39562553,10/09/2020,7,93
73162553,10/09/2020,14,91
73782553,10/09/2020,5,91
95103553,10/09/2020,14,99
40413553,10/09/2020,3,91
14823553,10/09/2020,12,93
61123553,10/09/2020,17,91
79133553,10/09/2020,17,91
45243553,10/09/2020,15,93
62543553,10/09/2020,16,91
43253553,10/09/2020,9,91
15053553,10/09/2020,15,91
39463553,10/09/2020,14,93
25863553,10/09/2020,7,91
41073553,10/09/2020,15,99
42594553,10/09/2020,1,91
47804553,10/09/2020,14,93
91214553,10/09/2020,12,99
78324553,10/09/2020,1,91
73634553,10/09/2020,6,99
75764553,10/09/2020,11,93
51164553,10/09/2020,6,93
40074553,10/09/2020,3,91
68305653,10/09/2020,15,91
85605653,10/09/2020,6,91
93425653,10/09/2020,17,91
76455653,10/09/2020,12,93
43755653,10/09/2020,15,93
76075653,10/09/2020,3,91
40485653,10/09/2020,12,91
83185653,10/09/2020,17,91
92236653,10/09/2020,10,93
13846653,10/09/2020,15,91
97686653,10/09/2020,15,93
96307653,10/09/2020,2,91
17017653,10/09/2020,17,91
23227653,10/09/2020,13,99
59437653,10/09/2020,17,93
29957653,10/09/2020,17,91
39387653,10/09/2020,15,99
83798653,10/09/2020,16,91
12608653,10/09/2020,1,91
19528653,10/09/2020,12,91
43938653,10/09/2020,15,91
77488653,10/09/2020,17,93
67299653,10/09/2020,15,91
71899653,10/09/2020,2,91
87009653,10/09/2020,11,93
49949653,10/09/2020,16,91
68049653,10/09/2020,10,99
41369653,10/09/2020,14,91
47579653,10/09/2020,15,91
40089653,10/09/2020,3,91
85240653,10/09/2020,16,93
49840653,10/09/2020,5,99
73250653,10/09/2020,6,93
95050653,10/09/2020,10,91
51070653,10/09/2020,15,91
45480653,10/09/2020,8,91
89601653,10/09/2020,12,93
98511653,10/09/2020,10,91
56711653,10/09/2020,12,91
49551653,10/09/2020,15,93
37751653,10/09/2020,17,93
53151653,10/09/2020,7,93
98461653,10/09/2020,6,91
17561653,10/09/2020,12,91
96471653,10/09/2020,1,91
12871653,10/09/2020,14,93
71112653,10/09/2020,16,93
76422653,10/09/2020,12,99
22822653,10/09/2020,4,91
14432653,10/09/2020,2,91
61252653,10/09/2020,17,93
60593653,10/09/2020,5,99
55613653,10/09/2020,9,91
71013653,10/09/2020,15,91
15423653,10/09/2020,16,91
97033653,10/09/2020,14,91
70443653,10/09/2020,6,99
58453653,10/09/2020,14,99
82483653,10/09/2020,2,91
61583653,10/09/2020,17,99
88214653,10/09/2020,4,91
14424653,10/09/2020,1,91
29924653,10/09/2020,13,91
75274653,10/09/2020,7,91
15215753,10/09/2020,12,99
39815753,10/09/2020,9,91
91235753,10/09/2020,11,93
46445753,10/09/2020,13,91
21945753,10/09/2020,17,93
82655753,10/09/2020,7,93
63365753,10/09/2020,7,91
95975753,10/09/2020,8,99
80285753,10/09/2020,13,91
59906753,10/09/2020,12,91
63316753,10/09/2020,11,91
35446753,10/09/2020,3,91
75686753,10/09/2020,15,93
46397753,10/09/2020,6,91
43697753,10/09/2020,15,93
61897753,10/09/2020,14,91
29617753,10/09/2020,10,99
58047753,10/09/2020,10,91
87147753,10/09/2020,14,91
73357753,10/09/2020,13,99
33167753,10/09/2020,16,99
39708753,10/09/2020,17,91
32218753,10/09/2020,3,91
31318753,10/09/2020,15,93
15728753,10/09/2020,14,93
61648753,10/09/2020,4,91
29848753,10/09/2020,16,93
49468753,10/09/2020,10,91
15868753,10/09/2020,8,91
63878753,10/09/2020,17,91
57288753,10/09/2020,15,93
25488753,10/09/2020,14,91
89088753,10/09/2020,15,93
61409753,10/09/2020,13,93
57809753,10/09/2020,12,93
87429753,10/09/2020,12,99
24539753,10/09/2020,1,91
27569753,10/09/2020,12,93
13779753,10/09/2020,5,91
19179753,10/09/2020,15,91
55389753,10/09/2020,15,91
45190753,10/09/2020,14,93
65900753,10/09/2020,14,93
37510753,10/09/2020,15,93
71730753,10/09/2020,15,91
61440753,10/09/2020,15,93
48740753,10/09/2020,6,91
65040753,10/09/2020,7,99
81060753,10/09/2020,4,99
54570753,10/09/2020,11,91
67601753,10/09/2020,4,91
43141753,10/09/2020,9,91
85371753,10/09/2020,14,91
65512753,10/09/2020,15,93
59112753,10/09/2020,9,99
77932753,10/09/2020,15,91
46032753,10/09/2020,6,91
79442753,10/09/2020,14,99
32952753,10/09/2020,8,93
32572753,10/09/2020,7,99
63282753,10/09/2020,16,91
85893753,10/09/2020,4,91
86503753,10/09/2020,4,93
65603753,10/09/2020,14,93
30103753,10/09/2020,4,91
55553753,10/09/2020,15,93
11953753,10/09/2020,15,93
75504753,10/09/2020,5,91
93514753,10/09/2020,3,91
30814753,10/09/2020,14,93
88014753,10/09/2020,4,93
49724753,10/09/2020,14,93
78634753,10/09/2020,1,91
37734753,10/09/2020,13,93
16834753,10/09/2020,17,99
11044753,10/09/2020,13,91
54554753,10/09/2020,1,91
47874753,10/09/2020,15,93
45074753,10/09/2020,11,91
47295853,10/09/2020,4,91
84115853,10/09/2020,1,91
32645853,10/09/2020,6,91
40655853,10/09/2020,5,91
11985853,10/09/2020,12,93
39185853,10/09/2020,13,91
55396853,10/09/2020,5,91
39706853,10/09/2020,16,91
17906853,10/09/2020,15,93
41316853,10/09/2020,10,91
27716853,10/09/2020,14,91
94826853,10/09/2020,10,91
22356853,10/09/2020,4,91
29086853,10/09/2020,9,93
23017853,10/09/2020,15,99
76337853,10/09/2020,1,91
49037853,10/09/2020,12,93
78137853,10/09/2020,5,91
73347853,10/09/2020,15,93
71547853,10/09/2020,12,99
29177853,10/09/2020,13,99
56098853,10/09/2020,12,99
69508853,10/09/2020,12,99
13918853,10/09/2020,16,93
37848853,10/09/2020,15,91
64148853,10/09/2020,2,91
97278853,10/09/2020,16,91
55478853,10/09/2020,11,99
41878853,10/09/2020,12,93
97419853,10/09/2020,13,91
89359853,10/09/2020,16,91
82059853,10/09/2020,1,91
91159853,10/09/2020,5,91
38269853,10/09/2020,2,91
16279853,10/09/2020,6,98
20879853,10/09/2020,4,91
11589853,10/09/2020,16,91
77989853,10/09/2020,8,91
46089853,10/09/2020,11,91
41390853,10/09/2020,16,91
62000853,10/09/2020,16,93
99110853,10/09/2020,8,99
72620853,10/09/2020,5,91
69920853,10/09/2020,17,99
47640853,10/09/2020,15,93
63040853,10/09/2020,15,93
85650853,10/09/2020,9,99
95460853,10/09/2020,17,91
16980853,10/09/2020,10,99
38591853,10/09/2020,2,91
34321853,10/09/2020,2,91
91621853,10/09/2020,15,93
95031853,10/09/2020,16,93
45741853,10/09/2020,15,93
62471853,10/09/2020,5,91
51712853,10/09/2020,10,93
93322853,10/09/2020,15,91
37732853,10/09/2020,13,93
59242853,10/09/2020,5,91
15642853,10/09/2020,11,99
59052853,10/09/2020,6,99
74362853,10/09/2020,5,93
91472853,10/09/2020,11,91
77872853,10/09/2020,7,99
39482853,10/09/2020,16,91
71093853,10/09/2020,15,91
80193853,10/09/2020,9,91
42323853,10/09/2020,12,91
38723853,10/09/2020,12,99
35023853,10/09/2020,10,93
60333853,10/09/2020,6,91
18533853,10/09/2020,13,93
87633853,10/09/2020,16,91
21943853,10/09/2020,13,91
63553853,10/09/2020,11,99
58053853,10/09/2020,11,91
61704853,10/09/2020,6,91
44214853,10/09/2020,12,99
79714853,10/09/2020,8,93
89334853,10/09/2020,16,91
39854853,10/09/2020,8,93
68954853,10/09/2020,4,91
27864853,10/09/2020,15,93
86774853,10/09/2020,1,91
17484853,10/09/2020,13,93
55295953,10/09/2020,7,91
37425953,10/09/2020,15,93
61545953,10/09/2020,14,91
64865953,10/09/2020,1,91
93965953,10/09/2020,13,93
39985953,10/09/2020,15,93
83396953,10/09/2020,14,91
77996953,10/09/2020,17,91
89506953,10/09/2020,16,91
46616953,10/09/2020,13,99
17326953,10/09/2020,12,91
43536953,10/09/2020,15,91
89936953,10/09/2020,13,93
47846953,10/09/2020,15,93
41256953,10/09/2020,1,91
65856953,10/09/2020,14,99
77276953,10/09/2020,11,93
71876953,10/09/2020,8,91
39076953,10/09/2020,9,91
92586953,10/09/2020,17,93
21686953,10/09/2020,15,93
19886953,10/09/2020,17,91
37897953,10/09/2020,13,93
65097953,10/09/2020,15,99
89407953,10/09/2020,17,91
73007953,10/09/2020,10,93
71347953,10/09/2020,15,91
90447953,10/09/2020,9,99
65757953,10/09/2020,15,91
55377953,10/09/2020,1,91
13577953,10/09/2020,16,91
51587953,10/09/2020,15,93
97798953,10/09/2020,17,93
78408953,10/09/2020,11,91
96038953,10/09/2020,6,91
79448953,10/09/2020,8,91
63668953,10/09/2020,11,93
92768953,10/09/2020,2,91
11868953,10/09/2020,11,99
20588953,10/09/2020,2,91
89688953,10/09/2020,12,99
45088953,10/09/2020,14,93
87699953,10/09/2020,10,91
23099953,10/09/2020,15,93
19209953,10/09/2020,5,93
53239953,10/09/2020,13,93
58739953,10/09/2020,2,91
34849953,10/09/2020,9,91
95179953,10/09/2020,15,99
11389953,10/09/2020,15,91
85989953,10/09/2020,13,93
85790953,10/09/2020,15,91
51190953,10/09/2020,14,91
43700953,10/09/2020,10,99
51900953,10/09/2020,9,98
23320953,10/09/2020,13,99
41520953,10/09/2020,6,91
69720953,10/09/2020,3,91
57250953,10/09/2020,15,91
67491953,10/09/2020,11,93
83411953,10/09/2020,10,6
17821953,10/09/2020,9,91
20331953,10/09/2020,16,93
47151953,10/09/2020,10,91
19761953,10/09/2020,16,93
55161953,10/09/2020,15,93
25592953,10/09/2020,15,91
57102953,10/09/2020,16,99
58142953,10/09/2020,14,93
20752953,10/09/2020,15,91
91893953,10/09/2020,14,91
89803953,10/09/2020,17,93
21033953,10/09/2020,15,99
25343953,10/09/2020,16,93
23353953,10/09/2020,12,93
87953953,10/09/2020,13,93
21363953,10/09/2020,15,91
83594953,10/09/2020,17,91
19994953,10/09/2020,14,91
59134953,10/09/2020,16,91
24344953,10/09/2020,9,91
91644953,10/09/2020,16,99
17474953,10/09/2020,4,91
43684953,10/09/2020,11,93
72395053,10/09/2020,11,99
30595053,10/09/2020,11,99
16995053,10/09/2020,12,99
25095053,10/09/2020,15,91
33815053,10/09/2020,13,93
55235053,10/09/2020,8,91
49545053,10/09/2020,6,91
87555053,10/09/2020,11,91
55755053,10/09/2020,13,99
55565053,10/09/2020,9,93
69785053,10/09/2020,15,91
49596053,10/09/2020,14,91
77796053,10/09/2020,13,93
49306053,10/09/2020,17,91
60016053,10/09/2020,7,99
58836053,10/09/2020,11,91
95136053,10/09/2020,14,93
61246053,10/09/2020,17,91
65846053,10/09/2020,8,99
65656053,10/09/2020,12,93
91486053,10/09/2020,2,91
87886053,10/09/2020,16,91
47407053,10/09/2020,14,91
32717053,10/09/2020,15,93
60537053,10/09/2020,5,99
95557053,10/09/2020,4,91
23757053,10/09/2020,5,91
21957053,10/09/2020,16,91
59157053,10/09/2020,16,91
62667053,10/09/2020,7,99
77787053,10/09/2020,2,91
85987053,10/09/2020,15,91
69918053,10/09/2020,13,99
35938053,10/09/2020,12,93
89248053,10/09/2020,15,99
40958053,10/09/2020,4,91
66309053,10/09/2020,11,99
51809053,10/09/2020,5,93
71619053,10/09/2020,16,91
27639053,10/09/2020,15,93
93039053,10/09/2020,11,99
11759053,10/09/2020,16,91
59190053,10/09/2020,6,91
65300053,10/09/2020,4,91
48620053,10/09/2020,15,91
37530053,10/09/2020,17,91
33260053,10/09/2020,12,93
35631053,10/09/2020,4,91
39941053,10/09/2020,17,91
15151053,10/09/2020,16,99
55771053,10/09/2020,17,91
29992053,10/09/2020,13,91
41502053,10/09/2020,15,93
89322053,10/09/2020,15,93
64632053,10/09/2020,1,91
73872053,10/09/2020,5,91
71072053,10/09/2020,2,91
10172053,10/09/2020,1,91
30982053,10/09/2020,10,91
29082053,10/09/2020,13,93
77093053,10/09/2020,17,91
39603053,10/09/2020,12,91
26903053,10/09/2020,1,91
13013053,10/09/2020,9,99
43633053,10/09/2020,12,91
61163053,10/09/2020,6,91
24483053,10/09/2020,9,99
20883053,10/09/2020,9,91
93914053,10/09/2020,15,93
30834053,10/09/2020,3,91
50354053,10/09/2020,3,91
49264053,10/09/2020,7,91
57274053,10/09/2020,14,98
93805163,10/09/2020,9,91
68115163,10/09/2020,15,93
12525163,10/09/2020,5,93
69825163,10/09/2020,15,91
17835163,10/09/2020,14,91
80245163,10/09/2020,11,91
55745163,10/09/2020,15,99
61955163,10/09/2020,7,99
78065163,10/09/2020,11,91
44275163,10/09/2020,4,91
51575163,10/09/2020,2,91
90675163,10/09/2020,11,91
37596163,10/09/2020,14,91
22096163,10/09/2020,4,91
51716163,10/09/2020,16,99
34036163,10/09/2020,4,91
51046163,10/09/2020,15,91
29056163,10/09/2020,12,91
98156163,10/09/2020,7,93
17066163,10/09/2020,10,93
40576163,10/09/2020,6,91
45886163,10/09/2020,16,93
37207163,10/09/2020,14,99
72517163,10/09/2020,3,91
22137163,10/09/2020,5,99
74647163,10/09/2020,2,91
71757163,10/09/2020,11,93
83367163,10/09/2020,15,99
29387163,10/09/2020,12,93
97587163,10/09/2020,15,91
69198163,10/09/2020,15,91
44218163,10/09/2020,9,91
57728163,10/09/2020,1,91
34028163,10/09/2020,4,91
31138163,10/09/2020,11,91
85448163,10/09/2020,11,93
10948163,10/09/2020,3,91
79048163,10/09/2020,4,93
54358163,10/09/2020,14,91
82178163,10/09/2020,2,91
91899163,10/09/2020,15,93
35829163,10/09/2020,16,93
89239163,10/09/2020,15,93
76539163,10/09/2020,1,91
59569163,10/09/2020,14,99
55969163,10/09/2020,17,93
70279163,10/09/2020,11,91
51989163,10/09/2020,17,91
73590163,10/09/2020,15,93
84010163,10/09/2020,6,91
43110163,10/09/2020,12,93
56620163,10/09/2020,6,91
23250163,10/09/2020,15,93
41450163,10/09/2020,15,98
21260163,10/09/2020,15,93
75670163,10/09/2020,15,91
87801163,10/09/2020,17,93
27611163,10/09/2020,15,93
77421163,10/09/2020,16,93
51161163,10/09/2020,14,93
69502163,10/09/2020,13,93
17512163,10/09/2020,14,93
87322163,10/09/2020,6,91
79122163,10/09/2020,17,91
54432163,10/09/2020,2,91
67842163,10/09/2020,17,91
68552163,10/09/2020,4,91
87652163,10/09/2020,12,91
17462163,10/09/2020,13,93
95662163,10/09/2020,11,99
24572163,10/09/2020,1,91
41872163,10/09/2020,16,99
16993163,10/09/2020,13,99
25233163,10/09/2020,15,93
37033163,10/09/2020,15,93
71343163,10/09/2020,1,91
47743163,10/09/2020,11,99
21153163,10/09/2020,8,99
17504163,10/09/2020,17,99
18214163,10/09/2020,5,91
28834163,10/09/2020,15,91
79254163,10/09/2020,13,99
87454163,10/09/2020,4,91
71864163,10/09/2020,15,91
49064163,10/09/2020,15,93
71484163,10/09/2020,16,91
78784163,10/09/2020,14,91
41805263,10/09/2020,15,91
95215263,10/09/2020,7,93
75355263,10/09/2020,17,93
14885263,10/09/2020,14,93
47396263,10/09/2020,14,93
75926263,10/09/2020,16,93
59336263,10/09/2020,14,93
77246263,10/09/2020,16,99
72746263,10/09/2020,10,91
81276263,10/09/2020,12,91
79286263,10/09/2020,13,91
36586263,10/09/2020,3,91
47297263,10/09/2020,3,91
16917263,10/09/2020,11,93
47437263,10/09/2020,14,91
42457263,10/09/2020,4,91
89377263,10/09/2020,16,99
47577263,10/09/2020,14,99
51987263,10/09/2020,14,91
89187263,10/09/2020,8,91
21798263,10/09/2020,15,93
47198263,10/09/2020,16,93
81508263,10/09/2020,15,93
55108263,10/09/2020,13,93
27528263,10/09/2020,16,93
95248263,10/09/2020,15,91
67048263,10/09/2020,15,91
99658263,10/09/2020,13,91
58378263,10/09/2020,2,91
95678263,10/09/2020,1,91
65629263,10/09/2020,16,91
21359263,10/09/2020,16,91
33589263,10/09/2020,16,91
57189263,10/09/2020,12,99
65710263,10/09/2020,16,91
37320263,10/09/2020,14,91
49930263,10/09/2020,12,91
18030263,10/09/2020,3,91
84140263,10/09/2020,4,91
30780263,10/09/2020,9,93
30921263,10/09/2020,2,91
64331263,10/09/2020,10,93
34851263,10/09/2020,4,91
93571263,10/09/2020,15,93
32292263,10/09/2020,1,91
57502263,10/09/2020,15,91
14612263,10/09/2020,3,91
83522263,10/09/2020,5,93
37693263,10/09/2020,15,93
57543263,10/09/2020,15,91
65173263,10/09/2020,8,99
88683263,10/09/2020,14,93
79914263,10/09/2020,17,91
80144263,10/09/2020,17,91
12754263,10/09/2020,14,91
11284263,10/09/2020,15,93
68584263,10/09/2020,13,91
73084263,10/09/2020,17,93
49805363,10/09/2020,15,91
99615363,10/09/2020,16,93
49425363,10/09/2020,16,99
43025363,10/09/2020,17,91
62645363,10/09/2020,2,91
31745363,10/09/2020,13,91
41175363,10/09/2020,3,91
38426363,10/09/2020,3,91
52836363,10/09/2020,4,91
59136363,10/09/2020,14,91
41646363,10/09/2020,15,93
49276363,10/09/2020,1,91
21886363,10/09/2020,14,99
40797363,10/09/2020,12,91
76667363,10/09/2020,10,91
51598363,10/09/2020,15,91
78228363,10/09/2020,3,91
97328363,10/09/2020,14,93
70358363,10/09/2020,3,91
33678363,10/09/2020,5,91
51878363,10/09/2020,15,99
35809363,10/09/2020,16,99
88319363,10/09/2020,5,91
25619363,10/09/2020,11,91
97559363,10/09/2020,15,91
21159363,10/09/2020,17,91
63769363,10/09/2020,14,93
62000363,10/09/2020,4,91
67310363,10/09/2020,11,93
63280363,10/09/2020,17,91
59680363,10/09/2020,8,93
61001363,10/09/2020,5,91
31811363,10/09/2020,15,91
90911363,10/09/2020,3,91
99011363,10/09/2020,15,93
82041363,10/09/2020,5,91
33751363,10/09/2020,17,91
22851363,10/09/2020,5,91
93371363,10/09/2020,11,91
35792363,10/09/2020,15,93
85312363,10/09/2020,16,99
51852363,10/09/2020,15,99
62562363,10/09/2020,7,93
30572363,10/09/2020,13,99
89672363,10/09/2020,17,91
64123363,10/09/2020,9,93
16733363,10/09/2020,9,93
65833363,10/09/2020,8,91
87343363,10/09/2020,12,93
30853363,10/09/2020,15,91
39573363,10/09/2020,14,91
58004363,10/09/2020,4,91
76824363,10/09/2020,6,91
93124363,10/09/2020,11,99
41134363,10/09/2020,16,91
79044363,10/09/2020,12,99
15684363,10/09/2020,7,91
31695463,10/09/2020,7,91
69895463,10/09/2020,15,93
78705463,10/09/2020,14,91
49225463,10/09/2020,11,91
55625463,10/09/2020,17,91
67945463,10/09/2020,11,93
87755463,10/09/2020,11,91
38465463,10/09/2020,12,91
17565463,10/09/2020,10,99
85765463,10/09/2020,8,91
47185463,10/09/2020,15,99
49506463,10/09/2020,15,93
21446463,10/09/2020,15,91
92156463,10/09/2020,5,91
53486463,10/09/2020,13,91
59407463,10/09/2020,8,91
82107463,10/09/2020,7,99
15617463,10/09/2020,16,93
35237463,10/09/2020,15,99
89837463,10/09/2020,12,93
61347463,10/09/2020,6,91
29547463,10/09/2020,10,91
45567463,10/09/2020,14,91
89167463,10/09/2020,15,91
97987463,10/09/2020,15,93
72818463,10/09/2020,3,91
46228463,10/09/2020,3,91
40348463,10/09/2020,4,91
77648463,10/09/2020,16,91
79878463,10/09/2020,13,93
30588463,10/09/2020,1,91
39688463,10/09/2020,6,91
67888463,10/09/2020,12,91
80729463,10/09/2020,1,91
19829463,10/09/2020,17,93
23759463,10/09/2020,5,91
11769463,10/09/2020,13,91
37789463,10/09/2020,1,91
88010463,10/09/2020,2,91
25930463,10/09/2020,16,91
77250463,10/09/2020,15,91
20950463,10/09/2020,9,91
83460463,10/09/2020,15,93
39670463,10/09/2020,15,91
34170463,10/09/2020,4,91
33411463,10/09/2020,14,93
10521463,10/09/2020,14,93
77821463,10/09/2020,16,93
81231463,10/09/2020,15,93
57631463,10/09/2020,13,93
94931463,10/09/2020,15,93
33741463,10/09/2020,12,93
74261463,10/09/2020,7,91
85781463,10/09/2020,15,93
43981463,10/09/2020,14,93
41702463,10/09/2020,16,91
49712463,10/09/2020,2,91
39332463,10/09/2020,16,98
44113463,10/09/2020,11,91
19423463,10/09/2020,15,93
25343463,10/09/2020,10,99
73304463,10/09/2020,17,91
51504463,10/09/2020,9,91
85724463,10/09/2020,14,99
93734463,10/09/2020,10,93
92544463,10/09/2020,2,91
30554463,10/09/2020,11,99
31884463,10/09/2020,17,93
57605563,10/09/2020,16,93
69215563,10/09/2020,5,91
23815563,10/09/2020,17,91
15235563,10/09/2020,15,93
51635563,10/09/2020,15,93
67745563,10/09/2020,17,91
69355563,10/09/2020,15,93
48455563,10/09/2020,13,99
22865563,10/09/2020,5,91
12816563,10/09/2020,2,91
65656563,10/09/2020,17,91
41866563,10/09/2020,15,93
23286563,10/09/2020,11,91
84186563,10/09/2020,11,99
34707563,10/09/2020,4,91
22907563,10/09/2020,17,91
55417563,10/09/2020,16,91
65747563,10/09/2020,16,91
89967563,10/09/2020,14,91
81387563,10/09/2020,13,99
39587563,10/09/2020,14,93
55798563,10/09/2020,14,91
53998563,10/09/2020,12,93
47308563,10/09/2020,12,99
65508563,10/09/2020,12,93
16358563,10/09/2020,2,91
60578563,10/09/2020,13,93
14178563,10/09/2020,7,91
87688563,10/09/2020,11,93
67209563,10/09/2020,1,91
26309563,10/09/2020,4,91
35219563,10/09/2020,12,99
51239563,10/09/2020,14,93
30049563,10/09/2020,7,91
33559563,10/09/2020,13,93
29959563,10/09/2020,13,93
65169563,10/09/2020,12,91
89389563,10/09/2020,17,91
67589563,10/09/2020,13,99
66200563,10/09/2020,1,91
13500563,10/09/2020,15,91
36340563,10/09/2020,10,93
34350563,10/09/2020,1,91
87860563,10/09/2020,16,93
72791563,10/09/2020,10,99
82311563,10/09/2020,14,91
49231563,10/09/2020,14,91
68331563,10/09/2020,15,91
84731563,10/09/2020,2,91
77951563,10/09/2020,5,91
